timestamp,soilPercent,waterPercent,temp,hum,pumpOn,timeSynced
2025-10-18 17:00:00,39.8,40.6,30.4,59.9,0,1
2025-10-18 18:00:00,30.7,44.4,23.2,58.2,0,1
2025-10-18 19:00:00,31.6,70.4,22.2,54.1,0,1
2025-10-18 20:00:00,46.2,2.8,21.1,58.7,0,1
2025-10-18 21:00:00,19.1,63.1,21.2,65.3,0,1
2025-10-18 22:00:00,51.1,29.6,22.3,59.2,0,1
ms:1763408056401,46.4,73.7,17.7,33.7,0,0
2025-10-19 00:00:00,30.8,9.9,24.8,38.4,0,1
2025-10-19 01:00:00,39.7,0.0,20.0,56.8,0,1
2025-10-19 02:00:00,53.4,24.2,18.8,64.0,0,1
2025-10-19 03:00:00,58.5,29.6,20.2,82.6,0,1
2025-10-19 04:00:00,58.2,4.8,22.2,78.2,0,1
2025-10-19 05:00:00,40.0,48.1,20.5,55.7,0,1
2025-10-19 06:00:00,41.0,54.5,20.6,74.4,0,1
2025-10-19 07:00:00,19.8,18.3,17.6,54.7,0,1
2025-10-19 08:00:00,42.8,1.2,17.9,51.0,0,1
2025-10-19 09:00:00,36.7,28.3,24.4,71.2,0,1
2025-10-19 10:00:00,52.3,0.0,25.3,44.7,0,1
2025-10-19 11:00:00,56.5,34.1,9.2,66.6,0,1
2025-10-19 12:00:00,46.5,17.3,26.9,38.0,1,1
ms:1763458456401,22.1,31.8,21.7,56.2,0,0
2025-10-19 14:00:00,29.3,35.0,21.9,84.5,0,1
2025-10-19 15:00:00,35.9,49.4,24.4,53.0,0,1
2025-10-19 16:00:00,52.1,4.9,23.1,61.4,0,1
2025-10-19 17:00:00,72.1,11.1,23.0,39.8,0,1
2025-10-19 18:00:00,33.9,19.1,32.1,31.6,0,1
2025-10-19 19:00:00,25.0,22.7,20.4,55.6,0,1
2025-10-19 20:00:00,41.0,48.7,25.7,43.9,0,1
2025-10-19 21:00:00,56.1,35.6,27.3,43.4,0,1
2025-10-19 22:00:00,35.4,45.0,21.3,59.5,0,1
2025-10-19 23:00:00,52.7,23.0,23.8,45.4,0,1
2025-10-20 00:00:00,25.6,28.4,27.7,59.0,0,1
2025-10-20 01:00:00,35.7,20.9,22.3,49.3,0,1
2025-10-20 02:00:00,30.1,51.8,22.0,53.7,1,1
2025-10-20 03:00:00,54.6,42.1,17.8,70.0,0,1
2025-10-20 04:00:00,41.5,10.9,21.7,57.2,0,1
2025-10-20 05:00:00,36.6,3.9,19.7,93.2,0,1
2025-10-20 06:00:00,35.7,19.7,24.2,39.9,0,1
2025-10-20 07:00:00,29.2,24.1,18.4,69.6,0,1
2025-10-20 08:00:00,46.1,14.3,22.3,45.8,0,1
2025-10-20 09:00:00,38.4,50.8,21.9,49.0,0,1
ms:1763534056401,43.8,60.6,21.6,38.9,0,0
2025-10-20 11:00:00,9.5,16.5,20.0,68.2,0,1
2025-10-20 12:00:00,58.5,40.1,23.8,76.4,0,1
2025-10-20 13:00:00,44.3,44.0,20.7,18.2,0,1
2025-10-20 14:00:00,32.9,61.7,25.6,56.5,0,1
2025-10-20 15:00:00,39.1,29.1,18.1,74.9,0,1
2025-10-20 16:00:00,48.3,42.8,20.4,73.2,0,1
2025-10-20 17:00:00,40.3,14.2,28.0,65.9,0,1
2025-10-20 18:00:00,36.6,51.2,18.5,61.2,0,1
2025-10-20 19:00:00,41.6,19.2,29.2,44.5,0,1
2025-10-20 20:00:00,33.3,0.0,19.5,51.8,0,1
2025-10-20 21:00:00,58.3,31.8,21.0,43.9,0,1
ms:1763577256401,37.4,0.0,25.3,59.5,0,0
2025-10-20 23:00:00,25.5,35.4,18.9,57.1,0,1
ms:1763584456401,31.8,68.0,18.0,57.3,0,0
2025-10-21 01:00:00,36.1,35.3,21.9,61.2,0,1
2025-10-21 02:00:00,43.1,53.6,23.1,57.8,0,1
2025-10-21 03:00:00,66.6,2.8,21.9,32.1,0,1
ms:1763598856401,23.1,50.8,20.5,54.1,0,0
2025-10-21 05:00:00,26.2,29.7,24.2,30.3,0,1
2025-10-21 06:00:00,42.8,52.2,20.9,51.2,0,1
2025-10-21 07:00:00,27.9,24.6,20.8,46.0,0,1
2025-10-21 08:00:00,61.3,10.7,20.3,72.3,0,1
2025-10-21 09:00:00,49.8,54.1,20.7,62.1,0,1
2025-10-21 10:00:00,40.2,17.1,20.8,54.6,0,1
2025-10-21 11:00:00,41.0,26.1,23.4,51.4,0,1
2025-10-21 12:00:00,10.8,36.7,24.8,56.0,0,1
2025-10-21 13:00:00,35.9,75.7,22.5,44.3,0,1
2025-10-21 14:00:00,49.8,35.5,22.2,46.5,0,1
2025-10-21 15:00:00,38.0,14.4,26.7,42.4,0,1
2025-10-21 16:00:00,31.6,48.9,22.5,58.1,0,1
2025-10-21 17:00:00,14.7,35.9,21.9,70.7,0,1
2025-10-21 18:00:00,31.8,38.1,26.7,66.9,0,1
2025-10-21 19:00:00,31.5,16.5,19.6,46.1,0,1
2025-10-21 20:00:00,27.7,29.5,25.4,50.1,0,1
2025-10-21 21:00:00,54.1,67.3,25.4,73.6,0,1
2025-10-21 22:00:00,25.0,48.1,25.5,48.1,0,1
2025-10-21 23:00:00,62.4,43.9,21.7,79.9,0,1
2025-10-22 00:00:00,62.1,30.3,24.8,64.0,0,1
2025-10-22 01:00:00,47.9,40.4,20.6,50.8,0,1
2025-10-22 02:00:00,58.4,19.3,23.6,77.3,0,1
2025-10-22 03:00:00,37.8,45.3,24.0,34.2,0,1
2025-10-22 04:00:00,38.0,9.9,24.0,70.8,0,1
2025-10-22 05:00:00,45.4,17.1,18.5,52.2,0,1
2025-10-22 06:00:00,27.2,50.0,23.8,43.1,0,1
2025-10-22 07:00:00,56.3,21.7,18.6,41.7,0,1
2025-10-22 08:00:00,42.9,15.1,19.2,55.7,0,1
2025-10-22 09:00:00,67.3,48.4,27.0,62.3,0,1
2025-10-22 10:00:00,46.4,61.8,19.7,42.1,0,1
2025-10-22 11:00:00,25.3,42.5,21.8,63.6,0,1
2025-10-22 12:00:00,32.1,30.4,26.9,56.2,0,1
2025-10-22 13:00:00,57.1,47.5,20.7,75.0,0,1
ms:1763721256401,53.7,56.9,27.5,59.4,0,0
2025-10-22 15:00:00,55.0,26.2,17.5,58.6,0,1
2025-10-22 16:00:00,49.1,36.6,27.1,55.5,0,1
2025-10-22 17:00:00,42.3,71.9,23.0,53.4,0,1
2025-10-22 18:00:00,21.9,8.9,23.4,47.3,0,1
2025-10-22 19:00:00,31.7,31.0,21.6,62.7,0,1
2025-10-22 20:00:00,22.7,0.0,20.0,52.6,0,1
2025-10-22 21:00:00,43.3,44.0,24.4,29.4,0,1
2025-10-22 22:00:00,22.6,10.6,29.5,54.3,0,1
2025-10-22 23:00:00,51.6,25.4,17.7,60.5,0,1
2025-10-23 00:00:00,30.9,27.9,16.0,73.1,0,1
2025-10-23 01:00:00,25.7,70.9,23.1,46.6,0,1
2025-10-23 02:00:00,47.1,49.1,24.3,52.7,0,1
2025-10-23 03:00:00,36.8,27.4,19.4,41.1,0,1
2025-10-23 04:00:00,32.9,49.1,25.3,58.7,0,1
2025-10-23 05:00:00,53.4,75.6,26.7,37.1,0,1
2025-10-23 06:00:00,24.3,8.9,21.1,51.3,0,1
2025-10-23 07:00:00,32.4,25.3,24.7,31.8,0,1
2025-10-23 08:00:00,37.6,41.9,16.8,33.0,0,1
2025-10-23 09:00:00,30.0,26.3,23.3,59.6,0,1
2025-10-23 10:00:00,37.9,41.0,24.4,55.1,0,1
2025-10-23 11:00:00,31.4,26.9,24.6,51.6,0,1
2025-10-23 12:00:00,37.1,11.3,24.3,64.5,0,1
2025-10-23 13:00:00,33.0,42.5,18.1,45.4,0,1
2025-10-23 14:00:00,38.6,36.5,24.6,52.6,0,1
2025-10-23 15:00:00,27.6,38.5,17.3,56.8,0,1
2025-10-23 16:00:00,55.0,0.0,20.2,51.9,0,1
2025-10-23 17:00:00,24.2,49.2,23.4,58.0,0,1
2025-10-23 18:00:00,53.5,43.8,20.1,64.6,0,1
2025-10-23 19:00:00,65.4,52.9,21.6,56.3,0,1
2025-10-23 20:00:00,30.3,25.8,26.3,46.6,0,1
2025-10-23 21:00:00,70.8,15.0,21.5,69.5,0,1
2025-10-23 22:00:00,37.9,32.3,19.2,53.6,0,1
2025-10-23 23:00:00,50.2,49.3,19.0,68.1,0,1
2025-10-24 00:00:00,38.2,43.7,22.0,53.1,0,1
2025-10-24 01:00:00,58.4,26.4,20.8,68.7,0,1
2025-10-24 02:00:00,47.3,44.6,17.6,38.4,0,1
2025-10-24 03:00:00,41.8,22.8,24.0,49.1,0,1
2025-10-24 04:00:00,22.6,11.3,20.7,47.0,0,1
2025-10-24 05:00:00,33.3,3.5,21.1,40.1,0,1
2025-10-24 06:00:00,34.2,41.5,15.8,58.5,0,1
2025-10-24 07:00:00,38.8,29.2,23.2,60.2,0,1
2025-10-24 08:00:00,16.5,48.8,17.6,50.7,0,1
ms:1763876056401,39.1,46.9,19.9,58.6,0,0
2025-10-24 10:00:00,41.9,26.3,17.8,47.0,0,1
ms:1763883256401,28.2,23.4,24.4,49.0,0,0
2025-10-24 12:00:00,51.2,67.9,17.7,72.6,0,1
2025-10-24 13:00:00,43.3,46.2,18.0,65.5,0,1
2025-10-24 14:00:00,28.0,27.8,18.6,68.5,0,1
2025-10-24 15:00:00,25.6,13.8,21.0,47.6,0,1
2025-10-24 16:00:00,57.7,29.6,23.9,63.6,0,1
2025-10-24 17:00:00,27.9,32.8,22.5,35.3,0,1
2025-10-24 18:00:00,40.9,33.4,26.0,62.0,0,1
2025-10-24 19:00:00,50.2,18.2,21.7,48.2,0,1
2025-10-24 20:00:00,38.3,20.8,19.4,39.0,0,1
2025-10-24 21:00:00,43.9,21.4,20.0,41.2,0,1
2025-10-24 22:00:00,54.9,51.8,22.4,29.8,0,1
2025-10-24 23:00:00,55.5,13.6,22.4,52.3,0,1
2025-10-25 00:00:00,46.0,5.5,22.9,53.6,0,1
2025-10-25 01:00:00,42.1,41.1,23.0,46.3,0,1
2025-10-25 02:00:00,13.9,10.3,13.8,62.6,0,1
2025-10-25 03:00:00,29.5,22.3,23.0,55.9,0,1
2025-10-25 04:00:00,32.2,15.3,22.8,59.1,0,1
2025-10-25 05:00:00,32.6,35.0,18.7,47.6,0,1
2025-10-25 06:00:00,28.8,7.2,23.7,56.4,0,1
2025-10-25 07:00:00,45.9,40.0,25.2,26.9,0,1
2025-10-25 08:00:00,29.8,20.3,18.6,63.9,0,1
2025-10-25 09:00:00,33.5,27.3,17.4,69.6,0,1
2025-10-25 10:00:00,38.9,17.3,24.2,47.0,0,1
2025-10-25 11:00:00,36.9,58.0,25.6,56.2,0,1
2025-10-25 12:00:00,32.7,27.2,21.3,45.4,0,1
2025-10-25 13:00:00,31.4,37.0,22.2,45.7,0,1
2025-10-25 14:00:00,45.2,25.0,23.2,53.8,0,1
2025-10-25 15:00:00,37.3,44.6,22.4,74.1,0,1
2025-10-25 16:00:00,35.3,57.6,19.3,56.9,0,1
2025-10-25 17:00:00,34.3,39.6,25.1,51.3,0,1
2025-10-25 18:00:00,30.6,38.1,19.5,55.9,0,1
2025-10-25 19:00:00,30.5,31.7,23.9,68.3,0,1
2025-10-25 20:00:00,40.5,48.9,20.0,56.4,0,1
ms:1764005656401,48.7,14.0,24.1,90.1,0,0
2025-10-25 22:00:00,45.3,7.6,25.3,53.1,0,1
2025-10-25 23:00:00,54.4,51.5,19.3,62.7,0,1
2025-10-26 00:00:00,48.9,45.5,22.6,67.1,0,1
2025-10-26 01:00:00,43.7,38.8,17.6,63.1,0,1
2025-10-26 02:00:00,40.2,42.5,21.5,40.8,0,1
2025-10-26 03:00:00,41.3,12.5,22.3,59.3,0,1
2025-10-26 04:00:00,20.7,45.4,25.4,50.8,1,1
2025-10-26 05:00:00,36.6,8.2,25.8,35.9,0,1
2025-10-26 06:00:00,31.8,27.1,20.0,46.9,0,1
2025-10-26 07:00:00,30.1,24.6,21.3,50.8,0,1
2025-10-26 08:00:00,44.9,12.9,19.5,63.7,0,1
2025-10-26 09:00:00,46.0,66.0,15.7,54.4,0,1
2025-10-26 10:00:00,33.3,10.0,27.8,40.0,0,1
2025-10-26 11:00:00,25.5,22.6,27.4,50.1,0,1
2025-10-26 12:00:00,59.2,36.4,20.9,63.7,0,1
2025-10-26 13:00:00,53.8,35.4,20.4,44.0,0,1
2025-10-26 14:00:00,33.3,46.9,24.9,41.1,0,1
2025-10-26 15:00:00,32.8,25.6,16.6,52.5,0,1
2025-10-26 16:00:00,60.2,6.0,27.4,28.9,0,1
2025-10-26 17:00:00,38.5,33.5,18.5,46.2,0,1
2025-10-26 18:00:00,49.1,53.2,21.9,58.1,0,1
2025-10-26 19:00:00,34.5,13.2,24.3,54.2,0,1
2025-10-26 20:00:00,57.5,48.0,23.0,52.1,0,1
2025-10-26 21:00:00,75.8,22.4,26.3,43.9,0,1
2025-10-26 22:00:00,45.3,19.9,16.2,63.7,0,1
2025-10-26 23:00:00,54.7,32.2,23.4,46.3,0,1
2025-10-27 00:00:00,56.8,41.9,23.8,69.0,0,1
2025-10-27 01:00:00,49.1,19.7,20.3,58.4,0,1
2025-10-27 02:00:00,40.5,28.8,21.4,60.5,0,1
2025-10-27 03:00:00,36.1,25.6,17.3,65.5,0,1
2025-10-27 04:00:00,32.9,39.3,21.4,52.0,0,1
2025-10-27 05:00:00,37.1,22.0,18.2,49.7,0,1
2025-10-27 06:00:00,50.3,30.2,24.2,62.9,0,1
2025-10-27 07:00:00,38.7,36.6,16.0,58.6,0,1
2025-10-27 08:00:00,32.2,22.9,19.8,57.6,0,1
2025-10-27 09:00:00,53.7,37.1,26.2,48.2,0,1
2025-10-27 10:00:00,48.2,11.3,17.1,49.2,0,1
2025-10-27 11:00:00,41.0,15.8,22.4,68.9,0,1
2025-10-27 12:00:00,18.2,61.3,22.7,52.4,0,1
2025-10-27 13:00:00,20.0,0.0,27.3,42.1,0,1
ms:1764153256401,61.6,14.4,20.8,40.3,0,0
2025-10-27 15:00:00,37.5,48.6,24.0,47.0,0,1
2025-10-27 16:00:00,30.6,59.0,23.2,71.2,0,1
2025-10-27 17:00:00,44.4,28.9,19.9,72.8,0,1
2025-10-27 18:00:00,44.3,37.5,21.8,55.2,0,1
2025-10-27 19:00:00,21.7,41.1,21.8,51.8,0,1
2025-10-27 20:00:00,44.0,29.3,23.5,61.8,0,1
ms:1764178456401,50.0,33.7,23.4,46.1,0,0
2025-10-27 22:00:00,48.7,30.3,22.4,56.8,0,1
2025-10-27 23:00:00,45.2,80.1,20.4,48.4,0,1
2025-10-28 00:00:00,30.8,34.0,21.2,57.7,0,1
2025-10-28 01:00:00,53.9,12.7,20.7,55.8,0,1
ms:1764196456401,45.0,18.5,26.2,53.0,0,0
2025-10-28 03:00:00,22.2,23.6,21.3,61.8,0,1
2025-10-28 04:00:00,42.0,55.2,27.3,51.5,0,1
ms:1764207256401,41.6,50.6,22.1,42.6,0,0
2025-10-28 06:00:00,45.7,41.4,25.1,46.9,0,1
2025-10-28 07:00:00,49.3,25.8,24.8,53.8,0,1
2025-10-28 08:00:00,40.7,28.7,23.7,81.9,0,1
2025-10-28 09:00:00,56.7,0.0,26.1,60.7,0,1
2025-10-28 10:00:00,56.5,20.8,25.6,71.1,0,1
2025-10-28 11:00:00,28.8,39.3,20.5,32.5,0,1
2025-10-28 12:00:00,56.9,3.3,23.2,47.3,0,1
2025-10-28 13:00:00,30.0,5.8,17.6,46.9,0,1
2025-10-28 14:00:00,44.2,25.4,21.5,62.2,0,1
2025-10-28 15:00:00,29.2,26.8,24.4,46.5,0,1
2025-10-28 16:00:00,28.1,36.9,21.1,76.6,0,1
2025-10-28 17:00:00,55.8,26.1,18.5,62.2,0,1
2025-10-28 18:00:00,38.1,28.2,20.5,55.3,0,1
2025-10-28 19:00:00,48.2,63.5,24.1,60.1,0,1
2025-10-28 20:00:00,55.4,34.0,18.1,44.1,0,1
2025-10-28 21:00:00,39.1,36.4,20.3,49.7,0,1
2025-10-28 22:00:00,46.4,20.6,19.5,69.5,0,1
2025-10-28 23:00:00,51.1,41.7,25.0,47.4,0,1
2025-10-29 00:00:00,45.7,60.4,23.0,35.7,0,1
2025-10-29 01:00:00,44.8,8.8,21.1,30.7,0,1
2025-10-29 02:00:00,46.7,39.9,25.8,48.3,0,1
ms:1764286456401,12.4,13.8,21.3,47.3,0,0
2025-10-29 04:00:00,36.9,31.1,17.1,56.3,0,1
2025-10-29 05:00:00,17.4,35.9,25.6,58.4,1,1
2025-10-29 06:00:00,43.6,22.7,21.0,91.2,0,1
2025-10-29 07:00:00,33.0,61.2,23.4,47.1,0,1
2025-10-29 08:00:00,46.2,0.0,15.1,44.8,0,1
2025-10-29 09:00:00,27.4,50.1,19.3,57.4,0,1
2025-10-29 10:00:00,22.6,66.5,22.9,70.3,1,1
2025-10-29 11:00:00,42.7,12.9,19.1,57.3,0,1
2025-10-29 12:00:00,50.6,12.6,22.4,37.9,0,1
2025-10-29 13:00:00,19.5,41.2,20.1,47.4,0,1
2025-10-29 14:00:00,42.6,32.4,23.1,59.9,0,1
2025-10-29 15:00:00,62.2,37.1,20.0,66.3,0,1
2025-10-29 16:00:00,53.1,14.0,20.4,61.8,0,1
2025-10-29 17:00:00,58.0,16.5,22.0,58.7,0,1
2025-10-29 18:00:00,36.2,53.7,23.4,41.1,0,1
2025-10-29 19:00:00,49.3,0.0,21.4,70.2,0,1
2025-10-29 20:00:00,37.0,0.0,23.9,29.5,0,1
2025-10-29 21:00:00,33.0,7.0,23.4,55.1,0,1
2025-10-29 22:00:00,57.4,30.2,21.5,75.4,0,1
2025-10-29 23:00:00,24.4,19.4,24.9,54.1,0,1
2025-10-30 00:00:00,43.7,50.8,18.6,55.9,0,1
2025-10-30 01:00:00,31.2,34.4,22.8,39.3,0,1
2025-10-30 02:00:00,14.7,36.9,20.2,37.6,0,1
2025-10-30 03:00:00,50.2,10.0,26.6,61.6,0,1
2025-10-30 04:00:00,53.5,50.2,24.2,35.0,0,1
2025-10-30 05:00:00,49.2,6.9,23.3,62.3,0,1
2025-10-30 06:00:00,30.3,25.4,14.8,45.5,0,1
2025-10-30 07:00:00,43.6,3.1,18.4,37.3,0,1
2025-10-30 08:00:00,47.6,44.9,24.9,25.6,1,1
2025-10-30 09:00:00,34.9,26.6,20.9,39.3,0,1
2025-10-30 10:00:00,39.2,16.2,21.8,54.3,0,1
2025-10-30 11:00:00,38.3,24.3,22.8,69.1,0,1
2025-10-30 12:00:00,27.0,25.8,30.5,56.5,0,1
2025-10-30 13:00:00,26.8,14.1,21.2,59.6,0,1
2025-10-30 14:00:00,46.5,33.3,24.3,62.1,0,1
2025-10-30 15:00:00,36.0,41.7,13.5,44.4,0,1
2025-10-30 16:00:00,41.1,24.2,22.4,71.4,0,1
2025-10-30 17:00:00,45.6,25.7,22.5,61.2,0,1
2025-10-30 18:00:00,23.6,32.1,27.7,53.2,0,1
2025-10-30 19:00:00,47.0,42.0,21.1,40.2,0,1
2025-10-30 20:00:00,32.5,14.3,21.2,54.3,0,1
2025-10-30 21:00:00,30.0,54.3,17.9,47.1,0,1
2025-10-30 22:00:00,37.7,51.1,18.5,71.5,0,1
ms:1764444856401,57.3,52.0,16.7,72.2,0,0
2025-10-31 00:00:00,52.5,48.8,26.7,44.0,0,1
2025-10-31 01:00:00,25.1,39.8,19.7,41.1,0,1
2025-10-31 02:00:00,31.0,0.0,28.4,59.5,0,1
2025-10-31 03:00:00,46.8,7.4,22.6,38.4,0,1
2025-10-31 04:00:00,35.6,39.3,23.9,58.5,0,1
ms:1764466456401,45.2,0.0,24.7,55.3,0,0
2025-10-31 06:00:00,31.3,0.0,25.1,46.9,0,1
2025-10-31 07:00:00,23.4,29.7,21.4,33.5,0,1
2025-10-31 08:00:00,34.7,42.0,21.5,48.8,0,1
2025-10-31 09:00:00,43.9,33.3,22.7,55.6,0,1
2025-10-31 10:00:00,36.9,15.4,24.3,43.0,0,1
2025-10-31 11:00:00,25.0,24.8,26.7,49.1,0,1
2025-10-31 12:00:00,28.3,20.1,20.6,52.1,0,1
2025-10-31 13:00:00,29.9,21.5,18.9,66.8,0,1
2025-10-31 14:00:00,62.5,1.8,20.8,45.1,0,1
2025-10-31 15:00:00,33.8,19.8,19.1,53.4,0,1
2025-10-31 16:00:00,12.2,45.4,23.6,45.9,0,1
2025-10-31 17:00:00,32.1,28.6,21.2,38.5,0,1
2025-10-31 18:00:00,54.5,39.2,20.3,35.5,0,1
2025-10-31 19:00:00,46.1,19.2,18.3,59.0,0,1
2025-10-31 20:00:00,38.9,31.6,19.7,56.3,0,1
2025-10-31 21:00:00,30.0,62.5,23.7,65.0,0,1
2025-10-31 22:00:00,38.7,27.5,22.0,42.4,0,1
2025-10-31 23:00:00,48.3,19.4,23.0,54.8,0,1
